기간,자치구,행정동,인구
2019.1/4,강동구,길동,"46,839"
2019.2/4,합계,합계,"10,041,574"
2019.2/4,종로구,소계,"162,413"
2019.2/4,종로구,사직동,"9,724"
2019.2/4,종로구,삼청동,"3,030"
2019.2/4,종로구,부암동,"10,477"
2019.2/4,종로구,평창동,"18,820"
2019.2/4,종로구,무악동,"8,702"
2019.2/4,종로구,교남동,"10,760"
2019.2/4,종로구,가회동,"4,472"
2019.2/4,종로구,종로1.2.3.4가동,"8,500"
2019.2/4,종로구,종로5·6가동,"5,667"
2019.2/4,종로구,이화동,"8,582"
2019.2/4,종로구,창신1동,"6,166"
2019.2/4,종로구,창신2동,"9,874"
2019.2/4,종로구,창신3동,"7,354"
2019.2/4,종로구,숭인1동,"6,635"
2019.2/4,종로구,숭인2동,"10,041"
2019.2/4,종로구,청운효자동,"13,144"
2019.2/4,종로구,혜화동,"20,465"
2019.2/4,중구,소계,"136,276"
2019.2/4,중구,소공동,"3,012"
2019.2/4,중구,회현동,"5,898"
2019.2/4,중구,명동,"3,445"
2019.2/4,중구,필동,"5,088"
2019.2/4,중구,장충동,"5,668"
2019.2/4,중구,광희동,"6,247"
2019.2/4,중구,을지로동,"1,998"
2019.2/4,중구,신당5동,"10,139"
2019.2/4,중구,황학동,"13,613"
2019.2/4,중구,중림동,"13,055"
2019.2/4,중구,신당동,"9,338"
2019.2/4,중구,다산동,"15,074"
2019.2/4,중구,약수동,"17,806"
2019.2/4,중구,청구동,"14,732"
2019.2/4,중구,동화동,"11,163"
2019.2/4,용산구,소계,"245,069"
2019.2/4,용산구,후암동,"18,617"
2019.2/4,용산구,용산2가동,"11,897"
2019.2/4,용산구,남영동,"8,472"
2019.2/4,용산구,원효로2동,"14,847"
2019.2/4,용산구,효창동,"9,829"
2019.2/4,용산구,용문동,"12,714"
2019.2/4,용산구,이촌1동,"29,215"
2019.2/4,용산구,이촌2동,"9,045"
2019.2/4,용산구,이태원1동,"9,164"
2019.2/4,용산구,이태원2동,"10,864"
2019.2/4,용산구,서빙고동,"14,205"
2019.2/4,용산구,보광동,"16,008"
2019.2/4,용산구,청파동,"20,834"
2019.2/4,용산구,원효로1동,"16,313"
2019.2/4,용산구,한강로동,"19,382"
2019.2/4,용산구,한남동,"23,663"
2019.2/4,성동구,소계,"312,991"
2019.2/4,성동구,왕십리2동,"17,988"
2019.2/4,성동구,마장동,"24,203"
2019.2/4,성동구,사근동,"13,596"
2019.2/4,성동구,행당1동,"16,665"
2019.2/4,성동구,행당2동,"24,926"
2019.2/4,성동구,응봉동,"16,268"
2019.2/4,성동구,금호1가동,"16,045"
2019.2/4,성동구,금호4가동,"15,346"
2019.2/4,성동구,성수1가1동,"17,420"
2019.2/4,성동구,성수1가2동,"15,374"
2019.2/4,성동구,성수2가1동,"18,159"
2019.2/4,성동구,성수2가3동,"11,787"
2019.2/4,성동구,송정동,"11,632"
2019.2/4,성동구,용답동,"13,980"
2019.2/4,성동구,왕십리도선동,"27,885"
2019.2/4,성동구,금호2.3가동,"24,369"
2019.2/4,성동구,옥수동,"27,348"
2019.2/4,광진구,소계,"369,470"
2019.2/4,광진구,화양동,"25,314"
2019.2/4,광진구,군자동,"22,084"
2019.2/4,광진구,중곡1동,"16,510"
2019.2/4,광진구,중곡2동,"22,606"
2019.2/4,광진구,중곡3동,"17,567"
2019.2/4,광진구,중곡4동,"30,792"
2019.2/4,광진구,능동,"11,887"
2019.2/4,광진구,구의1동,"23,191"
2019.2/4,광진구,구의2동,"28,140"
2019.2/4,광진구,구의3동,"30,289"
2019.2/4,광진구,광장동,"36,171"
2019.2/4,광진구,자양1동,"24,351"
2019.2/4,광진구,자양2동,"27,221"
2019.2/4,광진구,자양3동,"29,685"
2019.2/4,광진구,자양4동,"23,662"
2019.2/4,동대문구,소계,"363,101"
2019.2/4,동대문구,회기동,"13,100"
2019.2/4,동대문구,휘경1동,"15,343"
2019.2/4,동대문구,휘경2동,"25,178"
2019.2/4,동대문구,청량리동,"22,288"
2019.2/4,동대문구,용신동,"32,062"
2019.2/4,동대문구,제기동,"27,738"
2019.2/4,동대문구,전농1동,"31,141"
2019.2/4,동대문구,전농2동,"20,231"
2019.2/4,동대문구,답십리1동,"29,907"
2019.2/4,동대문구,답십리2동,"30,446"
2019.2/4,동대문구,장안1동,"39,260"
2019.2/4,동대문구,장안2동,"31,816"
2019.2/4,동대문구,이문1동,"23,215"
2019.2/4,동대문구,이문2동,"21,376"
2019.2/4,중랑구,소계,"405,639"
2019.2/4,중랑구,면목2동,"26,260"
2019.2/4,중랑구,면목4동,"20,370"
2019.2/4,중랑구,면목5동,"10,003"
2019.2/4,중랑구,면목7동,"22,054"
2019.2/4,중랑구,상봉1동,"25,583"
2019.2/4,중랑구,상봉2동,"19,494"
2019.2/4,중랑구,중화1동,"20,983"
2019.2/4,중랑구,중화2동,"28,423"
2019.2/4,중랑구,묵1동,"36,120"
2019.2/4,중랑구,묵2동,"20,138"
2019.2/4,중랑구,망우3동,"18,171"
2019.2/4,중랑구,신내1동,"41,005"
2019.2/4,중랑구,신내2동,"22,227"
2019.2/4,중랑구,면목본동,"36,405"
2019.2/4,중랑구,면목3.8동,"26,867"
2019.2/4,중랑구,망우본동,"31,536"
2019.2/4,성북구,소계,"452,292"
2019.2/4,성북구,돈암1동,"16,126"
2019.2/4,성북구,돈암2동,"25,104"
2019.2/4,성북구,안암동,"17,392"
2019.2/4,성북구,보문동,"16,865"
2019.2/4,성북구,정릉1동,"19,553"
2019.2/4,성북구,정릉2동,"24,093"
2019.2/4,성북구,정릉3동,"17,310"
2019.2/4,성북구,정릉4동,"26,995"
2019.2/4,성북구,길음1동,"37,307"
2019.2/4,성북구,길음2동,"16,272"
2019.2/4,성북구,월곡1동,"27,703"
2019.2/4,성북구,월곡2동,"20,631"
2019.2/4,성북구,장위1동,"21,032"
2019.2/4,성북구,장위2동,"14,373"
2019.2/4,성북구,장위3동,"11,811"
2019.2/4,성북구,성북동,"17,739"
2019.2/4,성북구,삼선동,"26,691"
2019.2/4,성북구,동선동,"16,368"
2019.2/4,성북구,종암동,"42,479"
2019.2/4,성북구,석관동,"36,448"
2019.2/4,강북구,소계,"319,377"
2019.2/4,강북구,번1동,"19,861"
2019.2/4,강북구,번2동,"17,389"
2019.2/4,강북구,번3동,"18,677"
2019.2/4,강북구,수유1동,"22,042"
2019.2/4,강북구,수유2동,"22,142"
2019.2/4,강북구,수유3동,"24,368"
2019.2/4,강북구,삼양동,"26,031"
2019.2/4,강북구,미아동,"23,064"
2019.2/4,강북구,송중동,"29,106"
2019.2/4,강북구,송천동,"29,031"
2019.2/4,강북구,삼각산동,"33,207"
2019.2/4,강북구,우이동,"21,497"
2019.2/4,강북구,인수동,"32,962"
2019.2/4,도봉구,소계,"339,001"
2019.2/4,도봉구,쌍문1동,"22,474"
2019.2/4,도봉구,쌍문2동,"20,290"
2019.2/4,도봉구,쌍문3동,"17,388"
2019.2/4,도봉구,쌍문4동,"19,941"
2019.2/4,도봉구,방학1동,"30,389"
2019.2/4,도봉구,방학2동,"21,381"
2019.2/4,도봉구,방학3동,"28,964"
2019.2/4,도봉구,창1동,"26,576"
2019.2/4,도봉구,창2동,"31,020"
2019.2/4,도봉구,창3동,"14,991"
2019.2/4,도봉구,창4동,"28,198"
2019.2/4,도봉구,창5동,"25,981"
2019.2/4,도봉구,도봉1동,"22,554"
2019.2/4,도봉구,도봉2동,"28,854"
2019.2/4,노원구,소계,"542,603"
2019.2/4,노원구,월계1동,"24,078"
2019.2/4,노원구,월계2동,"26,403"
2019.2/4,노원구,월계3동,"32,185"
2019.2/4,노원구,공릉2동,"41,310"
2019.2/4,노원구,하계1동,"29,792"
2019.2/4,노원구,하계2동,"23,600"
2019.2/4,노원구,중계본동,"26,404"
2019.2/4,노원구,중계1동,"28,181"
2019.2/4,노원구,중계4동,"21,538"
2019.2/4,노원구,상계1동,"40,580"
2019.2/4,노원구,상계2동,"21,458"
2019.2/4,노원구,상계5동,"25,922"
2019.2/4,노원구,상계8동,"24,202"
2019.2/4,노원구,상계9동,"22,118"
2019.2/4,노원구,상계10동,"16,783"
2019.2/4,노원구,상계3.4동,"26,206"
2019.2/4,노원구,상계6.7동,"35,043"
2019.2/4,노원구,중계2.3동,"37,278"
2019.2/4,노원구,공릉1동,"39,522"
2019.2/4,은평구,소계,"488,285"
2019.2/4,은평구,녹번동,"38,005"
2019.2/4,은평구,불광1동,"41,244"
2019.2/4,은평구,갈현1동,"24,862"
2019.2/4,은평구,갈현2동,"30,354"
2019.2/4,은평구,구산동,"34,024"
2019.2/4,은평구,대조동,"32,022"
2019.2/4,은평구,응암1동,"25,865"
2019.2/4,은평구,응암2동,"22,399"
2019.2/4,은평구,신사1동,"28,794"
2019.2/4,은평구,신사2동,"22,151"
2019.2/4,은평구,증산동,"16,411"
2019.2/4,은평구,수색동,"9,303"
2019.2/4,은평구,진관동,"57,618"
2019.2/4,은평구,불광2동,"29,726"
2019.2/4,은평구,응암3동,"26,326"
2019.2/4,은평구,역촌동,"49,181"
2019.2/4,서대문구,소계,"324,304"
2019.2/4,서대문구,천연동,"18,834"
2019.2/4,서대문구,홍제1동,"24,990"
2019.2/4,서대문구,홍제3동,"16,538"
2019.2/4,서대문구,홍제2동,"14,683"
2019.2/4,서대문구,홍은1동,"22,981"
2019.2/4,서대문구,홍은2동,"28,546"
2019.2/4,서대문구,남가좌1동,"17,122"
2019.2/4,서대문구,남가좌2동,"25,869"
2019.2/4,서대문구,북가좌1동,"19,292"
2019.2/4,서대문구,북가좌2동,"34,134"
2019.2/4,서대문구,충현동,"18,306"
2019.2/4,서대문구,북아현동,"17,667"
2019.2/4,서대문구,신촌동,"24,249"
2019.2/4,서대문구,연희동,"41,093"
2019.2/4,마포구,소계,"385,985"
2019.2/4,마포구,용강동,"22,502"
2019.2/4,마포구,대흥동,"13,600"
2019.2/4,마포구,염리동,"13,440"
2019.2/4,마포구,신수동,"21,622"
2019.2/4,마포구,서교동,"26,240"
2019.2/4,마포구,합정동,"19,291"
2019.2/4,마포구,망원1동,"22,144"
2019.2/4,마포구,망원2동,"19,472"
2019.2/4,마포구,연남동,"17,163"
2019.2/4,마포구,성산1동,"20,397"
2019.2/4,마포구,성산2동,"41,743"
2019.2/4,마포구,상암동,"33,266"
2019.2/4,마포구,도화동,"22,699"
2019.2/4,마포구,서강동,"26,312"
2019.2/4,마포구,공덕동,"40,680"
2019.2/4,마포구,아현동,"25,414"
2019.2/4,양천구,소계,"465,095"
2019.2/4,양천구,목1동,"32,163"
2019.2/4,양천구,목2동,"31,545"
2019.2/4,양천구,목3동,"23,143"
2019.2/4,양천구,목4동,"27,180"
2019.2/4,양천구,신월1동,"22,087"
2019.2/4,양천구,신월2동,"22,626"
2019.2/4,양천구,신월3동,"17,004"
2019.2/4,양천구,신월4동,"19,121"
2019.2/4,양천구,신월5동,"15,600"
2019.2/4,양천구,신월6동,"6,707"
2019.2/4,양천구,신월7동,"21,969"
2019.2/4,양천구,신정1동,"21,545"
2019.2/4,양천구,신정2동,"20,752"
2019.2/4,양천구,신정3동,"48,729"
2019.2/4,양천구,신정6동,"25,277"
2019.2/4,양천구,신정7동,"30,825"
2019.2/4,양천구,목5동,"42,929"
2019.2/4,양천구,신정4동,"35,893"
2019.2/4,강서구,소계,"602,230"
2019.2/4,강서구,염창동,"42,025"
2019.2/4,강서구,등촌1동,"23,595"
2019.2/4,강서구,등촌2동,"21,970"
2019.2/4,강서구,등촌3동,"32,929"
2019.2/4,강서구,화곡본동,"36,127"
2019.2/4,강서구,화곡2동,"19,795"
2019.2/4,강서구,화곡3동,"22,675"
2019.2/4,강서구,화곡4동,"22,297"
2019.2/4,강서구,화곡6동,"25,067"
2019.2/4,강서구,화곡8동,"26,798"
2019.2/4,강서구,가양1동,"34,090"
2019.2/4,강서구,가양2동,"15,413"
2019.2/4,강서구,가양3동,"16,445"
2019.2/4,강서구,발산1동,"38,619"
2019.2/4,강서구,공항동,"28,527"
2019.2/4,강서구,방화1동,"45,982"
2019.2/4,강서구,방화2동,"24,354"
2019.2/4,강서구,방화3동,"24,673"
2019.2/4,강서구,화곡1동,"54,801"
2019.2/4,강서구,우장산동,"46,048"
2019.2/4,구로구,소계,"439,328"
2019.2/4,구로구,신도림동,"37,492"
2019.2/4,구로구,구로1동,"21,849"
2019.2/4,구로구,구로3동,"26,579"
2019.2/4,구로구,구로4동,"26,721"
2019.2/4,구로구,구로5동,"33,800"
2019.2/4,구로구,고척1동,"24,427"
2019.2/4,구로구,고척2동,"29,225"
2019.2/4,구로구,개봉2동,"33,561"
2019.2/4,구로구,개봉3동,"22,184"
2019.2/4,구로구,오류1동,"22,696"
2019.2/4,구로구,오류2동,"49,302"
2019.2/4,구로구,수궁동,"25,181"
2019.2/4,구로구,가리봉동,"15,917"
2019.2/4,구로구,구로2동,"35,948"
2019.2/4,구로구,개봉1동,"34,446"
2019.2/4,금천구,소계,"254,061"
2019.2/4,금천구,가산동,"24,522"
2019.2/4,금천구,독산1동,"43,574"
2019.2/4,금천구,독산2동,"21,779"
2019.2/4,금천구,독산3동,"30,392"
2019.2/4,금천구,독산4동,"18,606"
2019.2/4,금천구,시흥1동,"37,144"
2019.2/4,금천구,시흥2동,"22,861"
2019.2/4,금천구,시흥3동,"11,648"
2019.2/4,금천구,시흥4동,"22,349"
2019.2/4,금천구,시흥5동,"21,186"
2019.2/4,영등포구,소계,"404,229"
2019.2/4,영등포구,여의동,"34,479"
2019.2/4,영등포구,당산1동,"21,491"
2019.2/4,영등포구,당산2동,"36,213"
2019.2/4,영등포구,양평1동,"18,240"
2019.2/4,영등포구,양평2동,"22,934"
2019.2/4,영등포구,신길1동,"19,677"
2019.2/4,영등포구,신길3동,"18,743"
2019.2/4,영등포구,신길4동,"10,171"
2019.2/4,영등포구,신길5동,"11,115"
2019.2/4,영등포구,신길6동,"19,675"
2019.2/4,영등포구,신길7동,"17,202"
2019.2/4,영등포구,대림1동,"16,686"
2019.2/4,영등포구,대림2동,"22,177"
2019.2/4,영등포구,대림3동,"29,244"
2019.2/4,영등포구,영등포본동,"25,190"
2019.2/4,영등포구,영등포동,"26,964"
2019.2/4,영등포구,도림동,"21,974"
2019.2/4,영등포구,문래동,"32,054"
2019.2/4,동작구,소계,"412,000"
2019.2/4,동작구,노량진2동,"14,110"
2019.2/4,동작구,상도1동,"48,432"
2019.2/4,동작구,상도2동,"29,422"
2019.2/4,동작구,상도3동,"26,159"
2019.2/4,동작구,상도4동,"30,257"
2019.2/4,동작구,사당1동,"24,273"
2019.2/4,동작구,사당3동,"26,557"
2019.2/4,동작구,사당4동,"15,055"
2019.2/4,동작구,사당5동,"13,094"
2019.2/4,동작구,대방동,"40,194"
2019.2/4,동작구,신대방1동,"26,841"
2019.2/4,동작구,신대방2동,"20,840"
2019.2/4,동작구,흑석동,"35,585"
2019.2/4,동작구,노량진1동,"32,606"
2019.2/4,동작구,사당2동,"28,575"
2019.2/4,관악구,소계,"519,864"
2019.2/4,관악구,보라매동,"26,382"
2019.2/4,관악구,청림동,"16,384"
2019.2/4,관악구,행운동,"30,581"
2019.2/4,관악구,낙성대동,"17,806"
2019.2/4,관악구,중앙동,"15,873"
2019.2/4,관악구,인헌동,"27,297"
2019.2/4,관악구,남현동,"19,107"
2019.2/4,관악구,서원동,"24,147"
2019.2/4,관악구,신원동,"20,077"
2019.2/4,관악구,서림동,"24,721"
2019.2/4,관악구,신사동,"26,356"
2019.2/4,관악구,신림동,"22,682"
2019.2/4,관악구,난향동,"16,541"
2019.2/4,관악구,조원동,"19,676"
2019.2/4,관악구,대학동,"24,741"
2019.2/4,관악구,은천동,"35,770"
2019.2/4,관악구,성현동,"32,715"
2019.2/4,관악구,청룡동,"30,997"
2019.2/4,관악구,난곡동,"29,314"
2019.2/4,관악구,삼성동,"25,696"
2019.2/4,관악구,미성동,"33,001"
2019.2/4,서초구,소계,"435,631"
2019.2/4,서초구,서초1동,"21,546"
2019.2/4,서초구,서초2동,"18,574"
2019.2/4,서초구,서초3동,"30,903"
2019.2/4,서초구,서초4동,"31,867"
2019.2/4,서초구,잠원동,"34,575"
2019.2/4,서초구,반포본동,"12,329"
2019.2/4,서초구,반포1동,"33,247"
2019.2/4,서초구,반포2동,"16,424"
2019.2/4,서초구,반포3동,"20,267"
2019.2/4,서초구,반포4동,"20,369"
2019.2/4,서초구,방배본동,"21,562"
2019.2/4,서초구,방배1동,"17,592"
2019.2/4,서초구,방배2동,"21,342"
2019.2/4,서초구,방배3동,"22,578"
2019.2/4,서초구,방배4동,"24,294"
2019.2/4,서초구,양재1동,"46,231"
2019.2/4,서초구,양재2동,"23,382"
2019.2/4,서초구,내곡동,"18,549"
2019.2/4,강남구,소계,"547,602"
2019.2/4,강남구,신사동,"17,651"
2019.2/4,강남구,논현1동,"23,776"
2019.2/4,강남구,논현2동,"22,079"
2019.2/4,강남구,삼성1동,"15,058"
2019.2/4,강남구,삼성2동,"30,308"
2019.2/4,강남구,대치1동,"25,288"
2019.2/4,강남구,대치4동,"20,860"
2019.2/4,강남구,역삼1동,"37,101"
2019.2/4,강남구,역삼2동,"36,991"
2019.2/4,강남구,도곡1동,"22,689"
2019.2/4,강남구,도곡2동,"34,370"
2019.2/4,강남구,개포1동,"7,076"
2019.2/4,강남구,개포4동,"18,550"
2019.2/4,강남구,일원본동,"24,486"
2019.2/4,강남구,일원1동,"16,652"
2019.2/4,강남구,일원2동,"18,088"
2019.2/4,강남구,수서동,"16,187"
2019.2/4,강남구,세곡동,"45,180"
2019.2/4,강남구,압구정동,"27,865"
2019.2/4,강남구,청담동,"30,165"
2019.2/4,강남구,대치2동,"38,994"
2019.2/4,강남구,개포2동,"18,188"
2019.2/4,송파구,소계,"686,181"
2019.2/4,송파구,풍납1동,"15,825"
2019.2/4,송파구,풍납2동,"24,881"
2019.2/4,송파구,거여1동,"13,277"
2019.2/4,송파구,거여2동,"17,163"
2019.2/4,송파구,마천1동,"21,004"
2019.2/4,송파구,마천2동,"20,435"
2019.2/4,송파구,방이1동,"16,514"
2019.2/4,송파구,방이2동,"26,211"
2019.2/4,송파구,오륜동,"18,968"
2019.2/4,송파구,오금동,"41,148"
2019.2/4,송파구,송파1동,"26,321"
2019.2/4,송파구,송파2동,"20,832"
2019.2/4,송파구,석촌동,"34,178"
2019.2/4,송파구,삼전동,"32,901"
2019.2/4,송파구,가락본동,"27,966"
2019.2/4,송파구,가락1동,"26,063"
2019.2/4,송파구,가락2동,"33,999"
2019.2/4,송파구,문정1동,"21,359"
2019.2/4,송파구,문정2동,"29,926"
2019.2/4,송파구,장지동,"34,463"
2019.2/4,송파구,위례동,"28,408"
2019.2/4,송파구,잠실본동,"29,675"
2019.2/4,송파구,잠실4동,"23,856"
2019.2/4,송파구,잠실6동,"17,471"
2019.2/4,송파구,잠실7동,"10,258"
2019.2/4,송파구,잠실2동,"36,817"
2019.2/4,송파구,잠실3동,"36,262"
2019.2/4,강동구,소계,"428,547"
2019.2/4,강동구,강일동,"32,535"
2019.2/4,강동구,상일동,"11,113"
2019.2/4,강동구,명일1동,"22,405"
2019.2/4,강동구,명일2동,"17,968"
2019.2/4,강동구,고덕1동,"27,405"
2019.2/4,강동구,고덕2동,"7,349"
2019.2/4,강동구,암사2동,"14,628"
2019.2/4,강동구,암사3동,"18,948"
2019.2/4,강동구,천호1동,"28,891"
2019.2/4,강동구,천호3동,"28,370"
2019.2/4,강동구,성내1동,"20,733"
2019.2/4,강동구,성내2동,"25,556"
2019.2/4,강동구,성내3동,"24,042"
2019.2/4,강동구,둔촌1동,289
2019.2/4,강동구,둔촌2동,"27,964"
2019.2/4,강동구,암사1동,"37,313"
2019.2/4,강동구,천호2동,"36,203"
